"","Destination","Dest.Code","Origin","Origin.Code","Year","Value"
"41880","Latvia","LVA","Cyprus","CYP",2005,25
"41928","Latvia","LVA","Kyrgyzstan","KGZ",2005,0
"41947","Latvia","LVA","Estonia","EST",2005,97
"41949","Latvia","LVA","Hong Kong, China","HKG",2005,-1
"41950","Latvia","LVA","France","FRA",2005,3
"42007","Latvia","LVA","Russian Federation","RUS",2005,86
"42018","Latvia","LVA","Liberia","LBR",2005,-3
"42025","Latvia","LVA","Saint Kitts and Nevis","KNA",2005,0
"42051","Latvia","LVA","India","IND",2005,1
"42068","Latvia","LVA","Spain","ESP",2005,1
"42072","Latvia","LVA","Kazakhstan","KAZ",2005,-1
"42094","Latvia","LVA","Lithuania","LTU",2005,67
"42095","Latvia","LVA","New Zealand","NZL",2005,7
"42103","Latvia","LVA","United Arab Emirates","ARE",2005,0
"42112","Latvia","LVA","Netherlands Antilles","ANT",2005,0
"42165","Latvia","LVA","Australia","AUS",2005,0
"42181","Latvia","LVA","Slovakia","SVK",2005,0
"42192","Latvia","LVA","British Virgin Islands","VGB",2005,1
"42208","Latvia","LVA","Korea, Republic of","KOR",2005,0
"42222","Latvia","LVA","Cayman Islands","CYM",2005,0
"42223","Latvia","LVA","Belarus","BLR",2005,0
"42232","Latvia","LVA","Italy","ITA",2005,2
"42261","Latvia","LVA","China","CHN",2005,0
"42286","Latvia","LVA","Singapore","SGP",2005,0
"42290","Latvia","LVA","Azerbaijan","AZE",2005,0
"42300","Latvia","LVA","Tajikistan","TJK",2005,0
"42311","Latvia","LVA","Finland","FIN",2005,22
"42314","Latvia","LVA","Germany","DEU",2005,-62
"42320","Latvia","LVA","Sweden","SWE",2005,95
"42332","Latvia","LVA","Bermuda","BMU",2005,-1
"42341","Latvia","LVA","Denmark","DNK",2005,123
"42370","Latvia","LVA","Gibraltar","GIB",2005,0
"42371","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2005,0
"42397","Latvia","LVA","Uzbekistan","UZB",2005,0
"42400","Latvia","LVA","Seychelles","SYC",2005,0
"42446","Latvia","LVA","Norway","NOR",2005,-31
"42449","Latvia","LVA","Panama","PAN",2005,-1
"42450","Latvia","LVA","Moldova, Republic of","MDA",2005,0
"42454","Latvia","LVA","Romania","ROU",2005,0
"42456","Latvia","LVA","Canada","CAN",2005,0
"42457","Latvia","LVA","Israel","ISR",2005,0
"42489","Latvia","LVA","Belgium","BEL",2005,-4
"42494","Latvia","LVA","Jersey","JEY",2005,4
"42508","Latvia","LVA","Turkey","TUR",2005,0
"42515","Latvia","LVA","Bahamas","BHS",2005,-2
"42528","Latvia","LVA","Switzerland","CHE",2005,41
"42536","Latvia","LVA","CIS",NA,2005,87
"42537","Latvia","LVA","Czech Republic","CZE",2005,4
"42546","Latvia","LVA","Hungary","HUN",2005,0
"42588","Latvia","LVA","Mauritius","MUS",2005,-2
"42600","Latvia","LVA","Bulgaria","BGR",2005,0
"42602","Latvia","LVA","Georgia","GEO",2005,0
"42611","Latvia","LVA","United States","USA",2005,-3
"42614","Latvia","LVA","Ukraine","UKR",2005,2
"42636","Latvia","LVA","Ireland","IRL",2005,48
"42639","Latvia","LVA","Netherlands","NLD",2005,-2
"42645","Latvia","LVA","Austria","AUT",2005,22
"42647","Latvia","LVA","Isle of Man","IMN",2005,7
"42650","Latvia","LVA","Guernsey","GGY",2005,1
"42658","Latvia","LVA","Marshall Islands","MHL",2005,0
"42670","Latvia","LVA","South Africa","ZAF",2005,0
"41834","Latvia","LVA","Spain","ESP",2006,1
"41845","Latvia","LVA","Liechtenstein","LIE",2006,1
"41848","Latvia","LVA","United States","USA",2006,75
"41870","Latvia","LVA","Estonia","EST",2006,280
"41878","Latvia","LVA","Luxembourg","LUX",2006,29
"41895","Latvia","LVA","China","CHN",2006,0
"41903","Latvia","LVA","Georgia","GEO",2006,0
"41904","Latvia","LVA","Russian Federation","RUS",2006,6
"41912","Latvia","LVA","Denmark","DNK",2006,111
"41915","Latvia","LVA","Ireland","IRL",2006,-37
"41921","Latvia","LVA","Mauritius","MUS",2006,-1
"41922","Latvia","LVA","Saudi Arabia","SAU",2006,1
"41943","Latvia","LVA","United Arab Emirates","ARE",2006,0
"41988","Latvia","LVA","Liberia","LBR",2006,-2
"41991","Latvia","LVA","Isle of Man","IMN",2006,10
"42016","Latvia","LVA","Malta","MLT",2006,75
"42028","Latvia","LVA","Singapore","SGP",2006,0
"42037","Latvia","LVA","Sweden","SWE",2006,205
"42059","Latvia","LVA","Germany","DEU",2006,101
"42077","Latvia","LVA","Portugal","PRT",2006,0
"42110","Latvia","LVA","Australia","AUS",2006,-1
"42111","Latvia","LVA","Seychelles","SYC",2006,0
"42117","Latvia","LVA","Bulgaria","BGR",2006,0
"42136","Latvia","LVA","Netherlands Antilles","ANT",2006,0
"42140","Latvia","LVA","Korea, Republic of","KOR",2006,5
"42143","Latvia","LVA","Guernsey","GGY",2006,6
"42145","Latvia","LVA","Cayman Islands","CYM",2006,-1
"42154","Latvia","LVA","Kazakhstan","KAZ",2006,-1
"42189","Latvia","LVA","Belarus","BLR",2006,0
"42197","Latvia","LVA","Panama","PAN",2006,0
"42199","Latvia","LVA","Austria","AUT",2006,18
"42202","Latvia","LVA","Israel","ISR",2006,1
"42206","Latvia","LVA","Azerbaijan","AZE",2006,0
"42218","Latvia","LVA","Italy","ITA",2006,9
"42242","Latvia","LVA","Canada","CAN",2006,0
"42247","Latvia","LVA","Moldova, Republic of","MDA",2006,1
"42269","Latvia","LVA","Gibraltar","GIB",2006,-2
"42273","Latvia","LVA","Finland","FIN",2006,56
"42278","Latvia","LVA","France","FRA",2006,7
"42280","Latvia","LVA","Bermuda","BMU",2006,3
"42283","Latvia","LVA","Iceland","ISL",2006,33
"42289","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2006,0
"42291","Latvia","LVA","Montenegro","MNE",2006,0
"42305","Latvia","LVA","Belize","BLZ",2006,0
"42313","Latvia","LVA","Turkey","TUR",2006,-2
"42362","Latvia","LVA","Tajikistan","TJK",2006,0
"42363","Latvia","LVA","New Zealand","NZL",2006,7
"42383","Latvia","LVA","British Virgin Islands","VGB",2006,12
"42402","Latvia","LVA","Slovakia","SVK",2006,0
"42444","Latvia","LVA","Japan","JPN",2006,0
"42467","Latvia","LVA","Czech Republic","CZE",2006,1
"42469","Latvia","LVA","Hungary","HUN",2006,0
"42471","Latvia","LVA","United Kingdom","GBR",2006,83
"42476","Latvia","LVA","Uzbekistan","UZB",2006,0
"42499","Latvia","LVA","Norway","NOR",2006,38
"42523","Latvia","LVA","Ukraine","UKR",2006,8
"42534","Latvia","LVA","Poland","POL",2006,2
"42544","Latvia","LVA","India","IND",2006,0
"42545","Latvia","LVA","CIS",NA,2006,14
"42576","Latvia","LVA","Belgium","BEL",2006,13
"42577","Latvia","LVA","Switzerland","CHE",2006,30
"42579","Latvia","LVA","Netherlands","NLD",2006,82
"42581","Latvia","LVA","Romania","ROU",2006,0
"42592","Latvia","LVA","Jersey","JEY",2006,3
"42593","Latvia","LVA","Bahamas","BHS",2006,3
"42596","Latvia","LVA","Hong Kong, China","HKG",2006,7
"42613","Latvia","LVA","South Africa","ZAF",2006,0
"42618","Latvia","LVA","Saint Kitts and Nevis","KNA",2006,0
"42622","Latvia","LVA","Kyrgyzstan","KGZ",2006,0
"42623","Latvia","LVA","Lithuania","LTU",2006,42
"42626","Latvia","LVA","Cyprus","CYP",2006,138
"42665","Latvia","LVA","Monaco","MCO",2006,0
"42666","Latvia","LVA","Marshall Islands","MHL",2006,0
"41846","Latvia","LVA","Canada","CAN",2007,0
"41884","Latvia","LVA","Norway","NOR",2007,39
"41891","Latvia","LVA","Mauritius","MUS",2007,0
"41933","Latvia","LVA","Estonia","EST",2007,480
"41952","Latvia","LVA","Austria","AUT",2007,114
"41956","Latvia","LVA","France","FRA",2007,3
"41965","Latvia","LVA","India","IND",2007,0
"41984","Latvia","LVA","Luxembourg","LUX",2007,96
"41993","Latvia","LVA","Korea, Republic of","KOR",2007,4
"42000","Latvia","LVA","Sweden","SWE",2007,199
"42001","Latvia","LVA","Poland","POL",2007,2
"42009","Latvia","LVA","Bulgaria","BGR",2007,1
"42013","Latvia","LVA","Moldova, Republic of","MDA",2007,0
"42035","Latvia","LVA","Cayman Islands","CYM",2007,0
"42044","Latvia","LVA","Saint Kitts and Nevis","KNA",2007,0
"42045","Latvia","LVA","Tajikistan","TJK",2007,0
"42055","Latvia","LVA","Liberia","LBR",2007,-20
"42058","Latvia","LVA","Seychelles","SYC",2007,1
"42069","Latvia","LVA","Azerbaijan","AZE",2007,3
"42079","Latvia","LVA","Czech Republic","CZE",2007,5
"42093","Latvia","LVA","Guernsey","GGY",2007,19
"42096","Latvia","LVA","United Kingdom","GBR",2007,70
"42101","Latvia","LVA","CIS",NA,2007,110
"42114","Latvia","LVA","Belgium","BEL",2007,17
"42115","Latvia","LVA","Uzbekistan","UZB",2007,3
"42123","Latvia","LVA","Hong Kong, China","HKG",2007,0
"42128","Latvia","LVA","Kazakhstan","KAZ",2007,-1
"42139","Latvia","LVA","Japan","JPN",2007,0
"42166","Latvia","LVA","Cyprus","CYP",2007,194
"42173","Latvia","LVA","Monaco","MCO",2007,0
"42193","Latvia","LVA","Russian Federation","RUS",2007,50
"42214","Latvia","LVA","Singapore","SGP",2007,0
"42216","Latvia","LVA","New Zealand","NZL",2007,3
"42219","Latvia","LVA","Iceland","ISL",2007,43
"42238","Latvia","LVA","Spain","ESP",2007,-1
"42264","Latvia","LVA","Montenegro","MNE",2007,0
"42268","Latvia","LVA","United States","USA",2007,38
"42284","Latvia","LVA","British Virgin Islands","VGB",2007,-1
"42297","Latvia","LVA","Marshall Islands","MHL",2007,2
"42298","Latvia","LVA","Hungary","HUN",2007,0
"42299","Latvia","LVA","Australia","AUS",2007,0
"42349","Latvia","LVA","Ukraine","UKR",2007,41
"42361","Latvia","LVA","Liechtenstein","LIE",2007,-4
"42367","Latvia","LVA","Denmark","DNK",2007,195
"42394","Latvia","LVA","Gibraltar","GIB",2007,-3
"42409","Latvia","LVA","Switzerland","CHE",2007,-33
"42425","Latvia","LVA","South Africa","ZAF",2007,3
"42431","Latvia","LVA","Panama","PAN",2007,-13
"42434","Latvia","LVA","Finland","FIN",2007,146
"42435","Latvia","LVA","Ireland","IRL",2007,93
"42436","Latvia","LVA","Bermuda","BMU",2007,2
"42445","Latvia","LVA","Lithuania","LTU",2007,81
"42472","Latvia","LVA","Turkey","TUR",2007,9
"42479","Latvia","LVA","Georgia","GEO",2007,0
"42480","Latvia","LVA","Slovakia","SVK",2007,0
"42501","Latvia","LVA","Israel","ISR",2007,0
"42517","Latvia","LVA","Netherlands","NLD",2007,98
"42530","Latvia","LVA","Bahamas","BHS",2007,-6
"42543","Latvia","LVA","Malta","MLT",2007,61
"42557","Latvia","LVA","Portugal","PRT",2007,0
"42566","Latvia","LVA","Jersey","JEY",2007,-1
"42569","Latvia","LVA","Netherlands Antilles","ANT",2007,0
"42595","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2007,0
"42597","Latvia","LVA","Germany","DEU",2007,155
"42605","Latvia","LVA","Belize","BLZ",2007,1
"42615","Latvia","LVA","United Arab Emirates","ARE",2007,0
"42625","Latvia","LVA","Saudi Arabia","SAU",2007,0
"42635","Latvia","LVA","Romania","ROU",2007,0
"42649","Latvia","LVA","Isle of Man","IMN",2007,0
"42652","Latvia","LVA","Kyrgyzstan","KGZ",2007,1
"42653","Latvia","LVA","Belarus","BLR",2007,13
"42654","Latvia","LVA","Italy","ITA",2007,2
"42659","Latvia","LVA","China","CHN",2007,0
"41822","Latvia","LVA","Saint Kitts and Nevis","KNA",2008,-4
"41827","Latvia","LVA","New Zealand","NZL",2008,13
"41850","Latvia","LVA","Turkey","TUR",2008,3
"41852","Latvia","LVA","Austria","AUT",2008,18
"41871","Latvia","LVA","Switzerland","CHE",2008,-11
"41876","Latvia","LVA","Denmark","DNK",2008,54
"41899","Latvia","LVA","Germany","DEU",2008,1
"41908","Latvia","LVA","Bahamas","BHS",2008,0
"41920","Latvia","LVA","Japan","JPN",2008,0
"41924","Latvia","LVA","Liberia","LBR",2008,0
"41931","Latvia","LVA","Jersey","JEY",2008,8
"41946","Latvia","LVA","India","IND",2008,0
"41957","Latvia","LVA","Ireland","IRL",2008,194
"41973","Latvia","LVA","South Africa","ZAF",2008,0
"41986","Latvia","LVA","Russian Federation","RUS",2008,87
"41996","Latvia","LVA","Malta","MLT",2008,36
"42002","Latvia","LVA","Mauritius","MUS",2008,0
"42021","Latvia","LVA","Cyprus","CYP",2008,93
"42030","Latvia","LVA","Ukraine","UKR",2008,7
"42043","Latvia","LVA","Estonia","EST",2008,324
"42046","Latvia","LVA","Iceland","ISL",2008,28
"42063","Latvia","LVA","United States","USA",2008,-31
"42066","Latvia","LVA","Seychelles","SYC",2008,0
"42075","Latvia","LVA","Belgium","BEL",2008,3
"42116","Latvia","LVA","Netherlands Antilles","ANT",2008,0
"42130","Latvia","LVA","Australia","AUS",2008,0
"42133","Latvia","LVA","Canada","CAN",2008,0
"42149","Latvia","LVA","Tajikistan","TJK",2008,0
"42151","Latvia","LVA","Belarus","BLR",2008,0
"42152","Latvia","LVA","Gibraltar","GIB",2008,0
"42163","Latvia","LVA","Israel","ISR",2008,1
"42183","Latvia","LVA","Bermuda","BMU",2008,-2
"42185","Latvia","LVA","Czech Republic","CZE",2008,0
"42187","Latvia","LVA","Kazakhstan","KAZ",2008,-1
"42191","Latvia","LVA","Finland","FIN",2008,-48
"42274","Latvia","LVA","Isle of Man","IMN",2008,-3
"42287","Latvia","LVA","Korea, Republic of","KOR",2008,13
"42323","Latvia","LVA","France","FRA",2008,38
"42324","Latvia","LVA","Italy","ITA",2008,8
"42330","Latvia","LVA","United Arab Emirates","ARE",2008,0
"42334","Latvia","LVA","Cayman Islands","CYM",2008,3
"42347","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2008,0
"42356","Latvia","LVA","Hong Kong, China","HKG",2008,1
"42360","Latvia","LVA","Saudi Arabia","SAU",2008,1
"42364","Latvia","LVA","China","CHN",2008,-1
"42365","Latvia","LVA","Lithuania","LTU",2008,19
"42368","Latvia","LVA","Bulgaria","BGR",2008,0
"42369","Latvia","LVA","Panama","PAN",2008,2
"42372","Latvia","LVA","United Kingdom","GBR",2008,-82
"42399","Latvia","LVA","Uzbekistan","UZB",2008,0
"42424","Latvia","LVA","Montenegro","MNE",2008,2
"42448","Latvia","LVA","Guernsey","GGY",2008,16
"42459","Latvia","LVA","Singapore","SGP",2008,1
"42485","Latvia","LVA","Kyrgyzstan","KGZ",2008,0
"42488","Latvia","LVA","Liechtenstein","LIE",2008,28
"42496","Latvia","LVA","Poland","POL",2008,11
"42509","Latvia","LVA","Sweden","SWE",2008,201
"42512","Latvia","LVA","CIS",NA,2008,93
"42518","Latvia","LVA","Belize","BLZ",2008,1
"42527","Latvia","LVA","Norway","NOR",2008,40
"42531","Latvia","LVA","Romania","ROU",2008,0
"42533","Latvia","LVA","Moldova, Republic of","MDA",2008,0
"42551","Latvia","LVA","Portugal","PRT",2008,0
"42556","Latvia","LVA","Azerbaijan","AZE",2008,0
"42575","Latvia","LVA","Hungary","HUN",2008,0
"42606","Latvia","LVA","British Virgin Islands","VGB",2008,11
"42609","Latvia","LVA","Luxembourg","LUX",2008,74
"42619","Latvia","LVA","Monaco","MCO",2008,0
"42624","Latvia","LVA","Spain","ESP",2008,-1
"42628","Latvia","LVA","Netherlands","NLD",2008,55
"42646","Latvia","LVA","Marshall Islands","MHL",2008,1
"42648","Latvia","LVA","Georgia","GEO",2008,0
"42657","Latvia","LVA","Slovakia","SVK",2008,0
"41800","Latvia","LVA","France","FRA",2009,-22
"41801","Latvia","LVA","Panama","PAN",2009,7
"41805","Latvia","LVA","Italy","ITA",2009,-5
"41806","Latvia","LVA","Hungary","HUN",2009,0
"41808","Latvia","LVA","Finland","FIN",2009,-240
"41840","Latvia","LVA","Denmark","DNK",2009,-172
"41843","Latvia","LVA","Singapore","SGP",2009,1
"41858","Latvia","LVA","United States","USA",2009,62
"41859","Latvia","LVA","Hong Kong, China","HKG",2009,4
"41861","Latvia","LVA","Ukraine","UKR",2009,2
"41873","Latvia","LVA","Germany","DEU",2009,-1
"41875","Latvia","LVA","Gibraltar","GIB",2009,0
"41897","Latvia","LVA","Saudi Arabia","SAU",2009,2
"41902","Latvia","LVA","Belarus","BLR",2009,4
"41918","Latvia","LVA","Romania","ROU",2009,-1
"41926","Latvia","LVA","Uzbekistan","UZB",2009,3
"41972","Latvia","LVA","Canada","CAN",2009,8
"41983","Latvia","LVA","Netherlands Antilles","ANT",2009,0
"41994","Latvia","LVA","Bulgaria","BGR",2009,3
"42003","Latvia","LVA","Cayman Islands","CYM",2009,0
"42023","Latvia","LVA","Georgia","GEO",2009,1
"42036","Latvia","LVA","Australia","AUS",2009,0
"42048","Latvia","LVA","CIS",NA,2009,22
"42049","Latvia","LVA","Saint Kitts and Nevis","KNA",2009,0
"42057","Latvia","LVA","Luxembourg","LUX",2009,71
"42076","Latvia","LVA","Kazakhstan","KAZ",2009,0
"42085","Latvia","LVA","China","CHN",2009,0
"42106","Latvia","LVA","Russian Federation","RUS",2009,11
"42107","Latvia","LVA","Bahamas","BHS",2009,0
"42113","Latvia","LVA","Belize","BLZ",2009,4
"42135","Latvia","LVA","Switzerland","CHE",2009,20
"42137","Latvia","LVA","Monaco","MCO",2009,0
"42164","Latvia","LVA","Portugal","PRT",2009,1
"42195","Latvia","LVA","Moldova, Republic of","MDA",2009,0
"42196","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2009,0
"42201","Latvia","LVA","Kyrgyzstan","KGZ",2009,0
"42220","Latvia","LVA","Montenegro","MNE",2009,0
"42233","Latvia","LVA","Poland","POL",2009,-10
"42234","Latvia","LVA","Malta","MLT",2009,3
"42246","Latvia","LVA","Lithuania","LTU",2009,-22
"42253","Latvia","LVA","Iceland","ISL",2009,5
"42276","Latvia","LVA","United Arab Emirates","ARE",2009,0
"42309","Latvia","LVA","Turkey","TUR",2009,-19
"42312","Latvia","LVA","Estonia","EST",2009,-94
"42321","Latvia","LVA","Slovakia","SVK",2009,1
"42328","Latvia","LVA","Azerbaijan","AZE",2009,0
"42346","Latvia","LVA","Spain","ESP",2009,-1
"42357","Latvia","LVA","Tajikistan","TJK",2009,0
"42358","Latvia","LVA","Netherlands","NLD",2009,35
"42375","Latvia","LVA","Seychelles","SYC",2009,27
"42380","Latvia","LVA","Bermuda","BMU",2009,-5
"42385","Latvia","LVA","Ireland","IRL",2009,128
"42417","Latvia","LVA","Liechtenstein","LIE",2009,6
"42420","Latvia","LVA","Czech Republic","CZE",2009,1
"42421","Latvia","LVA","Guernsey","GGY",2009,0
"42427","Latvia","LVA","South Africa","ZAF",2009,0
"42432","Latvia","LVA","Liberia","LBR",2009,0
"42463","Latvia","LVA","Belgium","BEL",2009,-9
"42464","Latvia","LVA","India","IND",2009,0
"42481","Latvia","LVA","Marshall Islands","MHL",2009,0
"42484","Latvia","LVA","Japan","JPN",2009,0
"42495","Latvia","LVA","Isle of Man","IMN",2009,8
"42513","Latvia","LVA","British Virgin Islands","VGB",2009,43
"42585","Latvia","LVA","Austria","AUT",2009,-41
"42586","Latvia","LVA","Cyprus","CYP",2009,-41
"42590","Latvia","LVA","Jersey","JEY",2009,2
"42591","Latvia","LVA","United Kingdom","GBR",2009,-16
"42604","Latvia","LVA","Korea, Republic of","KOR",2009,21
"42637","Latvia","LVA","Sweden","SWE",2009,-149
"42641","Latvia","LVA","Israel","ISR",2009,0
"42644","Latvia","LVA","Norway","NOR",2009,36
"42651","Latvia","LVA","Mauritius","MUS",2009,0
"42662","Latvia","LVA","New Zealand","NZL",2009,12
"41797","Latvia","LVA","Czech Republic","CZE",2010,-2
"41804","Latvia","LVA","Kyrgyzstan","KGZ",2010,-1
"41837","Latvia","LVA","Marshall Islands","MHL",2010,0
"41862","Latvia","LVA","South Africa","ZAF",2010,0
"41868","Latvia","LVA","Saudi Arabia","SAU",2010,0
"41874","Latvia","LVA","Bulgaria","BGR",2010,-1
"41889","Latvia","LVA","China","CHN",2010,1
"41901","Latvia","LVA","Isle of Man","IMN",2010,-5
"41907","Latvia","LVA","Poland","POL",2010,-1
"41914","Latvia","LVA","Georgia","GEO",2010,0
"41919","Latvia","LVA","CIS",NA,2010,56
"41930","Latvia","LVA","Germany","DEU",2010,-3
"41938","Latvia","LVA","Cyprus","CYP",2010,-30
"41941","Latvia","LVA","Switzerland","CHE",2010,90
"41945","Latvia","LVA","Netherlands Antilles","ANT",2010,-1
"41955","Latvia","LVA","Belgium","BEL",2010,-29
"41960","Latvia","LVA","Liechtenstein","LIE",2010,-5
"41962","Latvia","LVA","Panama","PAN",2010,0
"41979","Latvia","LVA","United Kingdom","GBR",2010,100
"41980","Latvia","LVA","Cayman Islands","CYM",2010,4
"42005","Latvia","LVA","United States","USA",2010,12
"42031","Latvia","LVA","Spain","ESP",2010,12
"42064","Latvia","LVA","Malta","MLT",2010,25
"42084","Latvia","LVA","Ukraine","UKR",2010,33
"42086","Latvia","LVA","Estonia","EST",2010,-60
"42091","Latvia","LVA","New Zealand","NZL",2010,3
"42102","Latvia","LVA","Netherlands","NLD",2010,74
"42132","Latvia","LVA","Saint Kitts and Nevis","KNA",2010,0
"42148","Latvia","LVA","Denmark","DNK",2010,-70
"42157","Latvia","LVA","Japan","JPN",2010,0
"42159","Latvia","LVA","Liberia","LBR",2010,2
"42162","Latvia","LVA","Korea, Republic of","KOR",2010,-11
"42168","Latvia","LVA","Bermuda","BMU",2010,-1
"42170","Latvia","LVA","India","IND",2010,0
"42171","Latvia","LVA","Israel","ISR",2010,1
"42179","Latvia","LVA","Guernsey","GGY",2010,-12
"42207","Latvia","LVA","Belize","BLZ",2010,6
"42213","Latvia","LVA","Bahamas","BHS",2010,17
"42217","Latvia","LVA","Slovakia","SVK",2010,0
"42229","Latvia","LVA","Montenegro","MNE",2010,0
"42240","Latvia","LVA","Jersey","JEY",2010,2
"42243","Latvia","LVA","Uzbekistan","UZB",2010,-4
"42248","Latvia","LVA","Azerbaijan","AZE",2010,0
"42250","Latvia","LVA","United Arab Emirates","ARE",2010,0
"42254","Latvia","LVA","Belarus","BLR",2010,1
"42262","Latvia","LVA","Romania","ROU",2010,-6
"42293","Latvia","LVA","Tajikistan","TJK",2010,2
"42318","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2010,0
"42322","Latvia","LVA","Sweden","SWE",2010,130
"42344","Latvia","LVA","Hong Kong, China","HKG",2010,0
"42352","Latvia","LVA","Ireland","IRL",2010,38
"42353","Latvia","LVA","Luxembourg","LUX",2010,88
"42374","Latvia","LVA","Russian Federation","RUS",2010,26
"42379","Latvia","LVA","Turkey","TUR",2010,1
"42390","Latvia","LVA","Hungary","HUN",2010,0
"42393","Latvia","LVA","Lithuania","LTU",2010,-11
"42406","Latvia","LVA","Australia","AUS",2010,0
"42407","Latvia","LVA","Moldova, Republic of","MDA",2010,0
"42419","Latvia","LVA","Monaco","MCO",2010,1
"42439","Latvia","LVA","Seychelles","SYC",2010,-19
"42475","Latvia","LVA","Italy","ITA",2010,12
"42477","Latvia","LVA","Portugal","PRT",2010,2
"42478","Latvia","LVA","Singapore","SGP",2010,0
"42502","Latvia","LVA","Norway","NOR",2010,32
"42520","Latvia","LVA","Mauritius","MUS",2010,0
"42525","Latvia","LVA","Iceland","ISL",2010,23
"42554","Latvia","LVA","France","FRA",2010,13
"42559","Latvia","LVA","Kazakhstan","KAZ",2010,0
"42567","Latvia","LVA","Canada","CAN",2010,16
"42607","Latvia","LVA","Austria","AUT",2010,16
"42632","Latvia","LVA","British Virgin Islands","VGB",2010,-46
"42642","Latvia","LVA","Finland","FIN",2010,-38
