"","Destination","Dest.Code","Origin","Origin.Code","Year","Value"
"35906","Kyrgyzstan","KGZ","Korea, Republic of","KOR",2012,-1
"35908","Kyrgyzstan","KGZ","Latvia","LVA",2012,5
"35943","Kyrgyzstan","KGZ","Kazakhstan","KAZ",2012,14
"35948","Kyrgyzstan","KGZ","Canada","CAN",2012,10
"35951","Kyrgyzstan","KGZ","Portugal","PRT",2012,0
"35974","Kyrgyzstan","KGZ","Cayman Islands","CYM",2012,1
"35976","Kyrgyzstan","KGZ","Austria","AUT",2012,0
"35977","Kyrgyzstan","KGZ","Uzbekistan","UZB",2012,0
"35991","Kyrgyzstan","KGZ","Hungary","HUN",2012,0
"36001","Kyrgyzstan","KGZ","Russian Federation","RUS",2012,18
"36013","Kyrgyzstan","KGZ","Israel","ISR",2012,0
"36014","Kyrgyzstan","KGZ","Georgia","GEO",2012,0
"36048","Kyrgyzstan","KGZ","Japan","JPN",2012,0
"36065","Kyrgyzstan","KGZ","South Africa","ZAF",2012,0
"36075","Kyrgyzstan","KGZ","Pakistan","PAK",2012,4
"36080","Kyrgyzstan","KGZ","India","IND",2012,0
"36084","Kyrgyzstan","KGZ","Morocco","MAR",2012,0
"36094","Kyrgyzstan","KGZ","United States","USA",2012,5
"36146","Kyrgyzstan","KGZ","Australia","AUS",2012,8
"36151","Kyrgyzstan","KGZ","Hong Kong, China","HKG",2012,0
"36152","Kyrgyzstan","KGZ","China","CHN",2012,68
"36163","Kyrgyzstan","KGZ","Iceland","ISL",2012,0
"36165","Kyrgyzstan","KGZ","Luxembourg","LUX",2012,2
"36167","Kyrgyzstan","KGZ","Belarus","BLR",2012,-1
"36173","Kyrgyzstan","KGZ","Switzerland","CHE",2012,21
"37934","Lao PDR","LAO","China","CHN",2001,12
"37962","Lao PDR","LAO","Sweden","SWE",2001,0
"37977","Lao PDR","LAO","Malaysia","MYS",2001,1
"37999","Lao PDR","LAO","United States","USA",2001,0
"38006","Lao PDR","LAO","Australia","AUS",2001,2
"38016","Lao PDR","LAO","Japan","JPN",2001,1
"38018","Lao PDR","LAO","Korea, Republic of","KOR",2001,1
"38019","Lao PDR","LAO","France","FRA",2001,2
"38034","Lao PDR","LAO","Singapore","SGP",2001,0
"38039","Lao PDR","LAO","Hong Kong, China","HKG",2001,0
"38041","Lao PDR","LAO","Taiwan Province of China","TWN",2001,3
"38049","Lao PDR","LAO","Viet Nam","VNM",2001,1
"38052","Lao PDR","LAO","Thailand","THA",2001,2
"37900","Lao PDR","LAO","Sweden","SWE",2002,1
"37901","Lao PDR","LAO","Korea, Republic of","KOR",2002,2
"37915","Lao PDR","LAO","China","CHN",2002,1
"37928","Lao PDR","LAO","Japan","JPN",2002,0
"37941","Lao PDR","LAO","Hong Kong, China","HKG",2002,0
"37947","Lao PDR","LAO","Taiwan Province of China","TWN",2002,1
"37949","Lao PDR","LAO","Singapore","SGP",2002,5
"37960","Lao PDR","LAO","United States","USA",2002,1
"37961","Lao PDR","LAO","France","FRA",2002,1
"37964","Lao PDR","LAO","Thailand","THA",2002,2
"37974","Lao PDR","LAO","Malaysia","MYS",2002,1
"37980","Lao PDR","LAO","Australia","AUS",2002,9
"38023","Lao PDR","LAO","Viet Nam","VNM",2002,0
"37897","Lao PDR","LAO","Korea, Republic of","KOR",2003,0
"37909","Lao PDR","LAO","Sweden","SWE",2003,0
"37918","Lao PDR","LAO","Thailand","THA",2003,2
"37937","Lao PDR","LAO","Japan","JPN",2003,2
"37944","Lao PDR","LAO","Viet Nam","VNM",2003,0
"37955","Lao PDR","LAO","France","FRA",2003,0
"37969","Lao PDR","LAO","China","CHN",2003,0
"37973","Lao PDR","LAO","Australia","AUS",2003,9
"37988","Lao PDR","LAO","Malaysia","MYS",2003,0
"37991","Lao PDR","LAO","Hong Kong, China","HKG",2003,0
"38004","Lao PDR","LAO","United States","USA",2003,0
"38044","Lao PDR","LAO","Taiwan Province of China","TWN",2003,0
"38051","Lao PDR","LAO","Singapore","SGP",2003,0
"37911","Lao PDR","LAO","Malaysia","MYS",2004,2
"37912","Lao PDR","LAO","Japan","JPN",2004,1
"37913","Lao PDR","LAO","Australia","AUS",2004,3
"37922","Lao PDR","LAO","Singapore","SGP",2004,0
"37931","Lao PDR","LAO","Korea, Republic of","KOR",2004,2
"37936","Lao PDR","LAO","United States","USA",2004,0
"37943","Lao PDR","LAO","China","CHN",2004,0
"37963","Lao PDR","LAO","Hong Kong, China","HKG",2004,0
"37965","Lao PDR","LAO","Thailand","THA",2004,4
"37978","Lao PDR","LAO","Viet Nam","VNM",2004,1
"37981","Lao PDR","LAO","Sweden","SWE",2004,0
"38027","Lao PDR","LAO","Taiwan Province of China","TWN",2004,0
"38031","Lao PDR","LAO","France","FRA",2004,0
"37899","Lao PDR","LAO","United States","USA",2005,0
"37904","Lao PDR","LAO","Sweden","SWE",2005,0
"37907","Lao PDR","LAO","Japan","JPN",2005,0
"37924","Lao PDR","LAO","Thailand","THA",2005,5
"37932","Lao PDR","LAO","Hong Kong, China","HKG",2005,0
"37992","Lao PDR","LAO","China","CHN",2005,0
"37994","Lao PDR","LAO","Taiwan Province of China","TWN",2005,0
"38012","Lao PDR","LAO","Malaysia","MYS",2005,0
"38014","Lao PDR","LAO","Korea, Republic of","KOR",2005,0
"38022","Lao PDR","LAO","Singapore","SGP",2005,0
"38024","Lao PDR","LAO","France","FRA",2005,0
"38029","Lao PDR","LAO","Australia","AUS",2005,4
"38046","Lao PDR","LAO","Viet Nam","VNM",2005,1
"37914","Lao PDR","LAO","Thailand","THA",2006,8
"37926","Lao PDR","LAO","Korea, Republic of","KOR",2006,1
"37933","Lao PDR","LAO","France","FRA",2006,0
"37945","Lao PDR","LAO","Malaysia","MYS",2006,0
"37946","Lao PDR","LAO","Viet Nam","VNM",2006,3
"37948","Lao PDR","LAO","Australia","AUS",2006,1
"37951","Lao PDR","LAO","Sweden","SWE",2006,0
"37956","Lao PDR","LAO","Singapore","SGP",2006,0
"37971","Lao PDR","LAO","China","CHN",2006,0
"37972","Lao PDR","LAO","Hong Kong, China","HKG",2006,0
"37982","Lao PDR","LAO","United States","USA",2006,0
"38028","Lao PDR","LAO","Taiwan Province of China","TWN",2006,2
"38047","Lao PDR","LAO","Japan","JPN",2006,0
"37908","Lao PDR","LAO","Taiwan Province of China","TWN",2007,21
"37910","Lao PDR","LAO","Japan","JPN",2007,18
"37920","Lao PDR","LAO","Australia","AUS",2007,2
"37923","Lao PDR","LAO","Thailand","THA",2007,86
"37935","Lao PDR","LAO","Korea, Republic of","KOR",2007,15
"37958","Lao PDR","LAO","Hong Kong, China","HKG",2007,0
"37989","Lao PDR","LAO","Viet Nam","VNM",2007,4
"37995","Lao PDR","LAO","China","CHN",2007,0
"38013","Lao PDR","LAO","Singapore","SGP",2007,10
"38020","Lao PDR","LAO","United States","USA",2007,0
"38026","Lao PDR","LAO","France","FRA",2007,0
"38035","Lao PDR","LAO","Sweden","SWE",2007,0
"38040","Lao PDR","LAO","Malaysia","MYS",2007,0
"37903","Lao PDR","LAO","Thailand","THA",2008,34
"37927","Lao PDR","LAO","Singapore","SGP",2008,0
"37930","Lao PDR","LAO","Korea, Republic of","KOR",2008,47
"37940","Lao PDR","LAO","France","FRA",2008,0
"37942","Lao PDR","LAO","China","CHN",2008,43
"37953","Lao PDR","LAO","Sweden","SWE",2008,0
"37954","Lao PDR","LAO","Malaysia","MYS",2008,0
"37967","Lao PDR","LAO","Viet Nam","VNM",2008,12
"37979","Lao PDR","LAO","Hong Kong, China","HKG",2008,0
"37983","Lao PDR","LAO","United States","USA",2008,0
"37990","Lao PDR","LAO","Australia","AUS",2008,6
"37996","Lao PDR","LAO","Japan","JPN",2008,10
"38001","Lao PDR","LAO","Taiwan Province of China","TWN",2008,0
"37902","Lao PDR","LAO","France","FRA",2009,0
"37906","Lao PDR","LAO","Australia","AUS",2009,0
"37916","Lao PDR","LAO","United States","USA",2009,0
"37921","Lao PDR","LAO","Hong Kong, China","HKG",2009,0
"37925","Lao PDR","LAO","Thailand","THA",2009,17
"37939","Lao PDR","LAO","Malaysia","MYS",2009,0
"37957","Lao PDR","LAO","China","CHN",2009,36
"37968","Lao PDR","LAO","Korea, Republic of","KOR",2009,6
"37975","Lao PDR","LAO","Sweden","SWE",2009,0
"37986","Lao PDR","LAO","Japan","JPN",2009,17
"38007","Lao PDR","LAO","Singapore","SGP",2009,16
"38032","Lao PDR","LAO","Viet Nam","VNM",2009,24
"38050","Lao PDR","LAO","Taiwan Province of China","TWN",2009,0
"37905","Lao PDR","LAO","Singapore","SGP",2010,0
"37919","Lao PDR","LAO","Viet Nam","VNM",2010,17
"37929","Lao PDR","LAO","Hong Kong, China","HKG",2010,1
"37966","Lao PDR","LAO","Australia","AUS",2010,4
"37970","Lao PDR","LAO","Taiwan Province of China","TWN",2010,0
"37976","Lao PDR","LAO","Korea, Republic of","KOR",2010,2
"37984","Lao PDR","LAO","China","CHN",2010,46
"37985","Lao PDR","LAO","United States","USA",2010,0
"37998","Lao PDR","LAO","Japan","JPN",2010,8
"38009","Lao PDR","LAO","France","FRA",2010,0
"38011","Lao PDR","LAO","Sweden","SWE",2010,0
"38033","Lao PDR","LAO","Malaysia","MYS",2010,0
"38036","Lao PDR","LAO","Thailand","THA",2010,37
"37898","Lao PDR","LAO","Japan","JPN",2011,12
"37917","Lao PDR","LAO","Singapore","SGP",2011,2
"37959","Lao PDR","LAO","Sweden","SWE",2011,0
"37993","Lao PDR","LAO","Malaysia","MYS",2011,0
"38000","Lao PDR","LAO","China","CHN",2011,278
"38003","Lao PDR","LAO","United States","USA",2011,0
"38005","Lao PDR","LAO","Korea, Republic of","KOR",2011,2
"38017","Lao PDR","LAO","Taiwan Province of China","TWN",2011,0
"38021","Lao PDR","LAO","France","FRA",2011,0
"38030","Lao PDR","LAO","Hong Kong, China","HKG",2011,54
"38042","Lao PDR","LAO","Thailand","THA",2011,24
"38045","Lao PDR","LAO","Viet Nam","VNM",2011,49
"38048","Lao PDR","LAO","Australia","AUS",2011,3
"37938","Lao PDR","LAO","Korea, Republic of","KOR",2012,5
"37950","Lao PDR","LAO","Viet Nam","VNM",2012,16
"37952","Lao PDR","LAO","Japan","JPN",2012,8
"37987","Lao PDR","LAO","Thailand","THA",2012,6
"37997","Lao PDR","LAO","Singapore","SGP",2012,0
"38002","Lao PDR","LAO","Sweden","SWE",2012,0
"38008","Lao PDR","LAO","Hong Kong, China","HKG",2012,2
"38010","Lao PDR","LAO","Australia","AUS",2012,72
"38015","Lao PDR","LAO","China","CHN",2012,143
"38025","Lao PDR","LAO","United States","USA",2012,0
"38037","Lao PDR","LAO","Malaysia","MYS",2012,13
"38038","Lao PDR","LAO","France","FRA",2012,0
"38043","Lao PDR","LAO","Taiwan Province of China","TWN",2012,0
"41810","Latvia","LVA","Monaco","MCO",2001,-4
"41820","Latvia","LVA","Sweden","SWE",2001,27
"41833","Latvia","LVA","Hong Kong, China","HKG",2001,-2
"41841","Latvia","LVA","France","FRA",2001,0
"41851","Latvia","LVA","Mauritius","MUS",2001,0
"41853","Latvia","LVA","Montenegro","MNE",2001,0
"41857","Latvia","LVA","Seychelles","SYC",2001,0
"41864","Latvia","LVA","Moldova, Republic of","MDA",2001,0
"41869","Latvia","LVA","Finland","FIN",2001,18
"41888","Latvia","LVA","Germany","DEU",2001,40
"41894","Latvia","LVA","Bulgaria","BGR",2001,0
"41906","Latvia","LVA","India","IND",2001,0
"41923","Latvia","LVA","Portugal","PRT",2001,0
"41936","Latvia","LVA","Tajikistan","TJK",2001,0
"41937","Latvia","LVA","South Africa","ZAF",2001,0
"41944","Latvia","LVA","Netherlands Antilles","ANT",2001,0
"41953","Latvia","LVA","Bahamas","BHS",2001,1
"41954","Latvia","LVA","Ukraine","UKR",2001,2
"41959","Latvia","LVA","Saint Kitts and Nevis","KNA",2001,0
"41969","Latvia","LVA","Kyrgyzstan","KGZ",2001,0
"41970","Latvia","LVA","Kazakhstan","KAZ",2001,1
"42019","Latvia","LVA","Belize","BLZ",2001,0
"42033","Latvia","LVA","Belgium","BEL",2001,0
"42061","Latvia","LVA","Malta","MLT",2001,1
"42073","Latvia","LVA","Luxembourg","LUX",2001,0
"42087","Latvia","LVA","United States","USA",2001,37
"42089","Latvia","LVA","Singapore","SGP",2001,0
"42097","Latvia","LVA","Ireland","IRL",2001,14
"42100","Latvia","LVA","Belarus","BLR",2001,0
"42142","Latvia","LVA","Gibraltar","GIB",2001,1
"42150","Latvia","LVA","United Kingdom","GBR",2001,-17
"42155","Latvia","LVA","Switzerland","CHE",2001,0
"42169","Latvia","LVA","Liechtenstein","LIE",2001,-8
"42172","Latvia","LVA","Azerbaijan","AZE",2001,0
"42177","Latvia","LVA","Slovakia","SVK",2001,0
"42178","Latvia","LVA","Uzbekistan","UZB",2001,0
"42198","Latvia","LVA","Estonia","EST",2001,-92
"42212","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2001,0
"42226","Latvia","LVA","Korea, Republic of","KOR",2001,0
"42302","Latvia","LVA","Turkey","TUR",2001,0
"42303","Latvia","LVA","Italy","ITA",2001,10
"42304","Latvia","LVA","Romania","ROU",2001,0
"42307","Latvia","LVA","CIS",NA,2001,9
"42325","Latvia","LVA","Lithuania","LTU",2001,5
"42338","Latvia","LVA","Netherlands","NLD",2001,23
"42348","Latvia","LVA","Marshall Islands","MHL",2001,0
"42351","Latvia","LVA","Cayman Islands","CYM",2001,-4
"42398","Latvia","LVA","Georgia","GEO",2001,0
"42401","Latvia","LVA","Australia","AUS",2001,0
"42415","Latvia","LVA","Saudi Arabia","SAU",2001,0
"42416","Latvia","LVA","China","CHN",2001,0
"42422","Latvia","LVA","Israel","ISR",2001,0
"42423","Latvia","LVA","British Virgin Islands","VGB",2001,0
"42430","Latvia","LVA","Isle of Man","IMN",2001,12
"42483","Latvia","LVA","Panama","PAN",2001,-5
"42486","Latvia","LVA","Spain","ESP",2001,0
"42497","Latvia","LVA","Bermuda","BMU",2001,0
"42504","Latvia","LVA","Norway","NOR",2001,-4
"42507","Latvia","LVA","Hungary","HUN",2001,0
"42516","Latvia","LVA","Austria","AUT",2001,1
"42522","Latvia","LVA","Russian Federation","RUS",2001,6
"42532","Latvia","LVA","Cyprus","CYP",2001,4
"42535","Latvia","LVA","Jersey","JEY",2001,1
"42538","Latvia","LVA","Liberia","LBR",2001,-1
"42540","Latvia","LVA","Iceland","ISL",2001,2
"42542","Latvia","LVA","Denmark","DNK",2001,39
"42549","Latvia","LVA","New Zealand","NZL",2001,0
"42562","Latvia","LVA","Poland","POL",2001,0
"42571","Latvia","LVA","Japan","JPN",2001,0
"42634","Latvia","LVA","Canada","CAN",2001,-1
"42660","Latvia","LVA","United Arab Emirates","ARE",2001,0
"42663","Latvia","LVA","Czech Republic","CZE",2001,0
"42664","Latvia","LVA","Guernsey","GGY",2001,0
"41814","Latvia","LVA","Austria","AUT",2002,4
"41815","Latvia","LVA","Finland","FIN",2002,16
"41816","Latvia","LVA","New Zealand","NZL",2002,16
"41839","Latvia","LVA","Belgium","BEL",2002,0
"41863","Latvia","LVA","Netherlands Antilles","ANT",2002,0
"41887","Latvia","LVA","Portugal","PRT",2002,0
"41893","Latvia","LVA","Norway","NOR",2002,7
"41896","Latvia","LVA","Bulgaria","BGR",2002,0
"41905","Latvia","LVA","Italy","ITA",2002,5
"41910","Latvia","LVA","Israel","ISR",2002,2
"41916","Latvia","LVA","Bermuda","BMU",2002,0
"41932","Latvia","LVA","United Kingdom","GBR",2002,5
"41939","Latvia","LVA","Lithuania","LTU",2002,4
"41948","Latvia","LVA","Romania","ROU",2002,0
"41964","Latvia","LVA","Malta","MLT",2002,8
"41966","Latvia","LVA","Hong Kong, China","HKG",2002,-3
"41976","Latvia","LVA","Moldova, Republic of","MDA",2002,0
"41982","Latvia","LVA","Australia","AUS",2002,0
"41997","Latvia","LVA","Cyprus","CYP",2002,-4
"41999","Latvia","LVA","Kazakhstan","KAZ",2002,3
"42022","Latvia","LVA","Spain","ESP",2002,0
"42026","Latvia","LVA","Liechtenstein","LIE",2002,-2
"42027","Latvia","LVA","Montenegro","MNE",2002,0
"42032","Latvia","LVA","Japan","JPN",2002,1
"42034","Latvia","LVA","Liberia","LBR",2002,5
"42050","Latvia","LVA","Georgia","GEO",2002,0
"42053","Latvia","LVA","Luxembourg","LUX",2002,1
"42067","Latvia","LVA","China","CHN",2002,0
"42070","Latvia","LVA","Uzbekistan","UZB",2002,0
"42078","Latvia","LVA","Azerbaijan","AZE",2002,0
"42080","Latvia","LVA","Panama","PAN",2002,-2
"42083","Latvia","LVA","Isle of Man","IMN",2002,7
"42104","Latvia","LVA","Saint Kitts and Nevis","KNA",2002,0
"42118","Latvia","LVA","Saudi Arabia","SAU",2002,0
"42134","Latvia","LVA","Germany","DEU",2002,5
"42211","Latvia","LVA","Gibraltar","GIB",2002,-3
"42221","Latvia","LVA","Bahamas","BHS",2002,1
"42227","Latvia","LVA","Czech Republic","CZE",2002,0
"42235","Latvia","LVA","Switzerland","CHE",2002,5
"42245","Latvia","LVA","Hungary","HUN",2002,0
"42263","Latvia","LVA","Sweden","SWE",2002,65
"42272","Latvia","LVA","Russian Federation","RUS",2002,-2
"42277","Latvia","LVA","Monaco","MCO",2002,0
"42310","Latvia","LVA","Mauritius","MUS",2002,0
"42326","Latvia","LVA","Korea, Republic of","KOR",2002,0
"42366","Latvia","LVA","Ukraine","UKR",2002,5
"42377","Latvia","LVA","United Arab Emirates","ARE",2002,0
"42381","Latvia","LVA","France","FRA",2002,0
"42382","Latvia","LVA","Singapore","SGP",2002,0
"42384","Latvia","LVA","Slovakia","SVK",2002,0
"42391","Latvia","LVA","British Virgin Islands","VGB",2002,-2
"42403","Latvia","LVA","Guernsey","GGY",2002,20
"42451","Latvia","LVA","United States","USA",2002,21
"42455","Latvia","LVA","Iceland","ISL",2002,2
"42458","Latvia","LVA","Estonia","EST",2002,14
"42462","Latvia","LVA","Jersey","JEY",2002,0
"42482","Latvia","LVA","CIS",NA,2002,7
"42492","Latvia","LVA","Marshall Islands","MHL",2002,0
"42500","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2002,0
"42503","Latvia","LVA","Poland","POL",2002,0
"42505","Latvia","LVA","Kyrgyzstan","KGZ",2002,0
"42506","Latvia","LVA","Belize","BLZ",2002,0
"42552","Latvia","LVA","South Africa","ZAF",2002,0
"42560","Latvia","LVA","Netherlands","NLD",2002,25
"42582","Latvia","LVA","Cayman Islands","CYM",2002,2
"42584","Latvia","LVA","Turkey","TUR",2002,4
"42589","Latvia","LVA","Canada","CAN",2002,0
"42598","Latvia","LVA","India","IND",2002,0
"42617","Latvia","LVA","Belarus","BLR",2002,0
"42620","Latvia","LVA","Tajikistan","TJK",2002,0
"42630","Latvia","LVA","Seychelles","SYC",2002,0
"42640","Latvia","LVA","Denmark","DNK",2002,13
"42655","Latvia","LVA","Ireland","IRL",2002,-3
"41798","Latvia","LVA","Luxembourg","LUX",2003,4
"41799","Latvia","LVA","Cyprus","CYP",2003,0
"41802","Latvia","LVA","Australia","AUS",2003,0
"41813","Latvia","LVA","Slovakia","SVK",2003,0
"41817","Latvia","LVA","Portugal","PRT",2003,0
"41824","Latvia","LVA","Kyrgyzstan","KGZ",2003,0
"41828","Latvia","LVA","China","CHN",2003,0
"41836","Latvia","LVA","Norway","NOR",2003,3
"41838","Latvia","LVA","South Africa","ZAF",2003,0
"41844","Latvia","LVA","Saudi Arabia","SAU",2003,0
"41866","Latvia","LVA","Belarus","BLR",2003,0
"41882","Latvia","LVA","Uzbekistan","UZB",2003,0
"41917","Latvia","LVA","Turkey","TUR",2003,0
"41934","Latvia","LVA","Gibraltar","GIB",2003,2
"41961","Latvia","LVA","British Virgin Islands","VGB",2003,6
"41968","Latvia","LVA","Marshall Islands","MHL",2003,0
"41992","Latvia","LVA","United Kingdom","GBR",2003,-5
"42006","Latvia","LVA","United States","USA",2003,29
"42010","Latvia","LVA","Ukraine","UKR",2003,2
"42012","Latvia","LVA","Switzerland","CHE",2003,22
"42017","Latvia","LVA","Israel","ISR",2003,-1
"42040","Latvia","LVA","Netherlands Antilles","ANT",2003,0
"42054","Latvia","LVA","CIS",NA,2003,27
"42082","Latvia","LVA","France","FRA",2003,5
"42098","Latvia","LVA","Lithuania","LTU",2003,8
"42099","Latvia","LVA","Panama","PAN",2003,2
"42119","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2003,0
"42120","Latvia","LVA","Estonia","EST",2003,25
"42124","Latvia","LVA","Bermuda","BMU",2003,0
"42141","Latvia","LVA","Sweden","SWE",2003,52
"42156","Latvia","LVA","New Zealand","NZL",2003,-1
"42160","Latvia","LVA","Guernsey","GGY",2003,0
"42175","Latvia","LVA","Hong Kong, China","HKG",2003,-1
"42184","Latvia","LVA","Italy","ITA",2003,8
"42190","Latvia","LVA","Cayman Islands","CYM",2003,-8
"42194","Latvia","LVA","Azerbaijan","AZE",2003,0
"42203","Latvia","LVA","Moldova, Republic of","MDA",2003,0
"42209","Latvia","LVA","Saint Kitts and Nevis","KNA",2003,0
"42249","Latvia","LVA","Japan","JPN",2003,1
"42251","Latvia","LVA","Bahamas","BHS",2003,1
"42257","Latvia","LVA","Netherlands","NLD",2003,45
"42258","Latvia","LVA","Isle of Man","IMN",2003,2
"42259","Latvia","LVA","Belgium","BEL",2003,3
"42270","Latvia","LVA","Hungary","HUN",2003,1
"42271","Latvia","LVA","Ireland","IRL",2003,-7
"42282","Latvia","LVA","Tajikistan","TJK",2003,0
"42288","Latvia","LVA","Georgia","GEO",2003,0
"42292","Latvia","LVA","Romania","ROU",2003,0
"42301","Latvia","LVA","Montenegro","MNE",2003,0
"42315","Latvia","LVA","Belize","BLZ",2003,0
"42319","Latvia","LVA","Finland","FIN",2003,52
"42335","Latvia","LVA","Canada","CAN",2003,-2
"42340","Latvia","LVA","Jersey","JEY",2003,0
"42343","Latvia","LVA","Kazakhstan","KAZ",2003,0
"42350","Latvia","LVA","Bulgaria","BGR",2003,0
"42387","Latvia","LVA","United Arab Emirates","ARE",2003,0
"42404","Latvia","LVA","Korea, Republic of","KOR",2003,0
"42405","Latvia","LVA","Liechtenstein","LIE",2003,4
"42433","Latvia","LVA","Poland","POL",2003,0
"42466","Latvia","LVA","India","IND",2003,0
"42490","Latvia","LVA","Denmark","DNK",2003,-38
"42491","Latvia","LVA","Seychelles","SYC",2003,0
"42510","Latvia","LVA","Austria","AUT",2003,3
"42519","Latvia","LVA","Russian Federation","RUS",2003,25
"42526","Latvia","LVA","Germany","DEU",2003,8
"42529","Latvia","LVA","Czech Republic","CZE",2003,1
"42541","Latvia","LVA","Singapore","SGP",2003,0
"42568","Latvia","LVA","Liberia","LBR",2003,0
"42573","Latvia","LVA","Iceland","ISL",2003,4
"42612","Latvia","LVA","Malta","MLT",2003,2
"42629","Latvia","LVA","Spain","ESP",2003,1
"42643","Latvia","LVA","Mauritius","MUS",2003,0
"42661","Latvia","LVA","Monaco","MCO",2003,0
"41812","Latvia","LVA","Korea, Republic of","KOR",2004,0
"41821","Latvia","LVA","British Virgin Islands","VGB",2004,-2
"41842","Latvia","LVA","Venezuela, Bolivarian Rep. of","VEN",2004,-2
"41854","Latvia","LVA","Canada","CAN",2004,0
"41855","Latvia","LVA","Panama","PAN",2004,1
"41885","Latvia","LVA","Montenegro","MNE",2004,0
"41927","Latvia","LVA","Saint Kitts and Nevis","KNA",2004,0
"41929","Latvia","LVA","Turkey","TUR",2004,1
"41942","Latvia","LVA","Bahamas","BHS",2004,-11
"41971","Latvia","LVA","Ireland","IRL",2004,-3
"41977","Latvia","LVA","Malta","MLT",2004,0
"41981","Latvia","LVA","Spain","ESP",2004,-1
"41987","Latvia","LVA","Saudi Arabia","SAU",2004,6
"42024","Latvia","LVA","Lithuania","LTU",2004,5
"42039","Latvia","LVA","Czech Republic","CZE",2004,1
"42042","Latvia","LVA","Belarus","BLR",2004,0
"42052","Latvia","LVA","Switzerland","CHE",2004,6
"42056","Latvia","LVA","Isle of Man","IMN",2004,0
"42060","Latvia","LVA","Italy","ITA",2004,-13
"42071","Latvia","LVA","Germany","DEU",2004,76
"42081","Latvia","LVA","United Kingdom","GBR",2004,39
"42088","Latvia","LVA","Sweden","SWE",2004,56
"42090","Latvia","LVA","Poland","POL",2004,0
"42092","Latvia","LVA","Bermuda","BMU",2004,0
"42108","Latvia","LVA","Norway","NOR",2004,-9
"42125","Latvia","LVA","China","CHN",2004,0
"42144","Latvia","LVA","Belgium","BEL",2004,24
"42153","Latvia","LVA","Gibraltar","GIB",2004,-3
"42158","Latvia","LVA","Austria","AUT",2004,13
"42180","Latvia","LVA","Hong Kong, China","HKG",2004,2
"42188","Latvia","LVA","Romania","ROU",2004,0
"42204","Latvia","LVA","Portugal","PRT",2004,0
"42215","Latvia","LVA","Netherlands Antilles","ANT",2004,0
"42231","Latvia","LVA","Estonia","EST",2004,137
"42237","Latvia","LVA","United States","USA",2004,59
"42266","Latvia","LVA","Jersey","JEY",2004,0
"42267","Latvia","LVA","Denmark","DNK",2004,56
"42275","Latvia","LVA","Kyrgyzstan","KGZ",2004,0
"42294","Latvia","LVA","Cyprus","CYP",2004,28
"42296","Latvia","LVA","Marshall Islands","MHL",2004,0
"42308","Latvia","LVA","New Zealand","NZL",2004,1
"42327","Latvia","LVA","Guernsey","GGY",2004,3
"42333","Latvia","LVA","Australia","AUS",2004,0
"42339","Latvia","LVA","Georgia","GEO",2004,0
"42345","Latvia","LVA","Azerbaijan","AZE",2004,0
"42355","Latvia","LVA","Seychelles","SYC",2004,0
"42373","Latvia","LVA","Russian Federation","RUS",2004,29
"42386","Latvia","LVA","Kazakhstan","KAZ",2004,1
"42389","Latvia","LVA","India","IND",2004,0
"42395","Latvia","LVA","Bulgaria","BGR",2004,0
"42410","Latvia","LVA","Luxembourg","LUX",2004,-1
"42411","Latvia","LVA","Singapore","SGP",2004,0
"42412","Latvia","LVA","Slovakia","SVK",2004,0
"42413","Latvia","LVA","South Africa","ZAF",2004,0
"42414","Latvia","LVA","Ukraine","UKR",2004,1
"42428","Latvia","LVA","Iceland","ISL",2004,-6
"42429","Latvia","LVA","Israel","ISR",2004,0
"42437","Latvia","LVA","France","FRA",2004,6
"42438","Latvia","LVA","Mauritius","MUS",2004,1
"42441","Latvia","LVA","Cayman Islands","CYM",2004,-1
"42443","Latvia","LVA","Monaco","MCO",2004,0
"42461","Latvia","LVA","Belize","BLZ",2004,0
"42465","Latvia","LVA","Moldova, Republic of","MDA",2004,0
"42521","Latvia","LVA","Hungary","HUN",2004,0
"42547","Latvia","LVA","Uzbekistan","UZB",2004,0
"42553","Latvia","LVA","Netherlands","NLD",2004,-43
"42555","Latvia","LVA","Liechtenstein","LIE",2004,2
"42561","Latvia","LVA","CIS",NA,2004,32
"42564","Latvia","LVA","United Arab Emirates","ARE",2004,0
"42574","Latvia","LVA","Liberia","LBR",2004,-1
"42638","Latvia","LVA","Finland","FIN",2004,56
"42667","Latvia","LVA","Tajikistan","TJK",2004,0
"42672","Latvia","LVA","Japan","JPN",2004,0
"41809","Latvia","LVA","Montenegro","MNE",2005,0
"41811","Latvia","LVA","Monaco","MCO",2005,0
"41818","Latvia","LVA","Malta","MLT",2005,-8
"41823","Latvia","LVA","Portugal","PRT",2005,0
"41825","Latvia","LVA","Iceland","ISL",2005,13
"41826","Latvia","LVA","Liechtenstein","LIE",2005,-19
"41830","Latvia","LVA","Poland","POL",2005,0
"41832","Latvia","LVA","United Kingdom","GBR",2005,14
"41847","Latvia","LVA","Belize","BLZ",2005,0
"41849","Latvia","LVA","Japan","JPN",2005,0
"41860","Latvia","LVA","Luxembourg","LUX",2005,5
"41867","Latvia","LVA","Saudi Arabia","SAU",2005,9
