Year,CountryName,ccode,Population,TradeOpenness,GDPgrowth
2004,"Macedonia, FYR",MKD,2038444,80.87012885,4.674428357
2004,Madagascar,MDG,17763367,80.12032439,5.257003604
2004,Malawi,MWI,12407618,51.46624171,5.420497688
2004,Malaysia,MYS,25332026,210.3738221,6.783437734
2004,Maldives,MDV,312000,117.3525542,14.10006578
2004,Mali,MLI,12474857,55.31161766,-6.152742148
2004,Malta,MLT,401268,159.0125582,-0.503224546
2004,Marshall Islands,MHL,52074,..,-0.055412459
2004,Mauritania,MRT,3064882,92.2583388,5.74742354
2004,Mauritius,MUS,1221003,110.413593,5.745767527
2004,Mexico,MEX,108257822,54.22641286,4.295714251
2004,"Micronesia, Fed. Sts.",FSM,106575,..,-3.231262222
2004,Moldova,MDA,3603945,132.707191,7.410062486
2004,Monaco,MCO,33339,..,2.470486213
2004,Mongolia,MNG,2496621,131.3293182,10.62540596
2004,Montenegro,MNE,613353,100.1086358,4.400003554
2004,Morocco,MAR,30093109,61.59653062,4.797018362
2004,Mozambique,MOZ,20523159,77.20534368,7.811186108
2004,Myanmar,MMR,49582751,0.308802944,13.64190607
2004,Namibia,NAM,2002745,81.89125493,12.26954803
2004,Nauru,NRU,10113,..,..
2004,Nepal,NPL,25198130,46.14728672,4.682603245
2004,Netherlands,NLD,16281779,119.1482215,2.030706315
2004,New Caledonia,NCL,228000,..,..
2004,New Zealand,NZL,4087500,58.80019928,3.809179261
2004,Nicaragua,NIC,5309703,67.19531678,5.31217052
2004,Niger,NER,12996012,45.2703373,0.100000001
2004,Nigeria,NGA,136033321,48.44813069,33.73577503
2004,Northern Mariana Islands,MNP,66143,..,..
2004,Norway,NOR,4591910,69.04899659,3.959038033
2004,Oman,OMN,2448194,90.24743741,1.292112564
2004,Pakistan,PAK,150267989,30.30012871,7.368571359
2004,Palau,PLW,19805,118.8146606,6.946778711
2004,Panama,PAN,3260611,123.6534376,7.522079987
2004,Papua New Guinea,PNG,5940048,131.082911,2.721175412
2004,Paraguay,PRY,5703742,95.59127043,4.057419171
2004,Peru,PER,27273188,41.03275297,4.9582783
2004,Philippines,PHL,84596249,102.6425208,6.697636425
2004,Poland,POL,38182222,71.81933472,5.135655776
2004,Portugal,PRT,10483861,62.76298067,1.81158365
2004,Puerto Rico,PRI,3826878,147.0618756,1.760917241
2004,Qatar,QAT,732096,90.37242884,19.21891529
2004,Romania,ROM,21451748,80.21416086,8.358591275
2004,Russian Federation,RUS,144067054,56.5818524,7.175949192
2004,Rwanda,RWA,8828956,35.88362069,6.946390386
2004,Samoa,WSM,178794,72.88702629,4.625001948
2004,San Marino,SMR,28891,..,4.611650485
2004,Sao Tome and Principe,STP,149732,..,3.832227084
2004,Saudi Arabia,SAU,24055573,75.08283666,9.254206213
2004,Senegal,SEN,10967016,66.90739929,5.870772214
2004,Serbia,SRB,7463157,74.85271607,9.046513062
2004,Seychelles,SYC,82500,155.5732546,-2.850453659
2004,Sierra Leone,SLE,4870467,46.14000999,6.417536687
2004,Singapore,SGP,4166664,406.2920755,9.549175476
2004,Sint Maarten (Dutch part),SXM,35316,..,..
2004,Slovak Republic,SVK,5372280,140.1618237,5.258838117
2004,Slovenia,SVN,1997012,111.3770973,4.351785441
2004,Solomon Islands,SLB,457841,73.29747827,4.898370946
2004,Somalia,SOM,8251054,..,..
2004,South Africa,ZAF,46641102.97,51.07800334,4.554559908
2004,South Sudan,SSD,7784488,..,..
2004,Spain,ESP,42921895,54.21246314,3.166746501
2004,Sri Lanka,LKA,19227000,79.4829449,5.445061278
2004,St. Kitts and Nevis,KNA,48424,86.91985573,4.605144062
2004,St. Lucia,LCA,163462,108.2821283,8.215291505
2004,St. Martin (French part),MAF,27514,..,..
2004,St. Vincent and the Grenadines,VCT,108563,87.49731078,4.15628429
2004,Sudan,SDN,31176209,37.79031548,3.883307291
2004,Suriname,SUR,489312,74.22098632,9.256031959
2004,Swaziland,SWZ,1094775,172.3990177,2.906684463
2004,Sweden,SWE,8993531,79.29382574,4.32052981
2004,Switzerland,CHE,7389625,94.14259118,2.842948357
2004,Syrian Arab Republic,SYR,17671913,79.86628673,6.900000004
2004,Tajikistan,TJK,6666628,128.2203626,10.3
2004,Tanzania,TZA,37935334,45.71708077,7.828298381
2004,Thailand,THA,65404522,127.4120753,6.289288549
2004,Timor-Leste,TMP,962634,103.0042918,0.508474576
2004,Togo,TGO,5428552,96.43406866,2.119065316
2004,Tonga,TON,100226,74.94461504,0.764189645
2004,Trinidad and Tobago,TTO,1290535,94.26524165,7.949593657
2004,Tunisia,TUN,9932400,86.94829371,6.235793869
2004,Turkey,TUR,66973561,49.73717672,9.362807614
2004,Turkmenistan,TKM,4696876,121.1841845,5.000407438
2004,Turks and Caicos Islands,TCA,25025,..,..
2004,Tuvalu,TUV,9646,..,-1.352181114
2004,Uganda,UGA,27114742,35.46008625,6.807233344
2004,Ukraine,UKR,47451600,114.9090298,12.1
2004,United Arab Emirates,ARE,3975945,116.6226733,9.566436643
2004,United Kingdom,GBR,59987905,51.61631638,2.488458121
2004,United States,USA,292805298,24.29492051,3.78574285
2004,Uruguay,URY,3324096,61.47668809,5.004160365
2004,Uzbekistan,UZB,25864350,72.85937525,7.699999998
2004,Vanuatu,VUT,204144,98.7059775,3.984754831
2004,"Venezuela, RB",VEN,26314483,55.3674556,18.28660669
2004,Vietnam,VNM,81436400,122.2612692,7.536410612
2004,Virgin Islands (U.S.),VIR,107950,..,..
2004,West Bank and Gaza,WBG,3236626,86.25612122,8.693986546
2004,"Yemen, Rep.",YEM,19931617,71.84667401,3.97269639
2004,Zambia,ZMB,11725635,70.81307493,7.032395131
2004,Zimbabwe,ZWE,12867828,76.0396086,-5.807538303
2005,Afghanistan,AFG,24399948,104.8624006,11.17527024
2005,Albania,ALB,3011487,70.2953012,5.720819953
2005,Algeria,DZA,33267887,71.27859719,5.9
2005,American Samoa,ASM,59117,..,..
2005,Andorra,ADO,81223,..,7.839704496
2005,Angola,AGO,17912942,139.5766054,18.26145032
2005,Antigua and Barbuda,ATG,82565,123.1222944,6.083228432
2005,Argentina,ARG,39145491,36.79644458,9.198488983
2005,Armenia,ARM,3014917,72.03892547,13.86571125
2005,Aruba,ABW,100031,146.4810066,0.380390971
2005,Australia,AUS,20394800,38.86503191,3.206642301
2005,Austria,AUT,8227829,94.16200791,2.140682596
2005,Azerbaijan,AZE,8391850,115.8334454,26.40000081
2005,"Bahamas, The",BHS,329243,93.20118211,3.39529267
2005,Bahrain,BHR,867014,148.313493,6.768939709
2005,Bangladesh,BGD,142929979,34.39693486,6.535944941
2005,Barbados,BRB,274013,95.66388711,4.035433071
2005,Belarus,BLR,9663000,118.8843517,9.4
2005,Belgium,BEL,10478617,143.3763215,2.094221518
2005,Belize,BLZ,283279,117.3553923,2.578008809
2005,Benin,BEN,8182362,45.81656011,1.711577628
2005,Bermuda,BMU,64154,..,1.674207149
2005,Bhutan,BTN,651163,101.8153754,7.12255965
2005,Bolivia,BOL,9125405,67.64194249,4.421433127
2005,Bosnia and Herzegovina,BIH,3833377,103.2447734,8.758230375
2005,Botswana,BWA,1864003,88.50535206,4.556645657
2005,Brazil,BRA,188479240,27.08676559,3.202051527
2005,British Virgin Islands,VGB,23169,..,..
2005,Brunei Darussalam,BRN,361889,97.45761662,0.387506909
2005,Bulgaria,BGR,7739900,99.87344245,7.236192997
2005,Burkina Faso,BFA,13421929,35.53571955,8.661861605
2005,Burundi,BDI,7934213,41.64680569,0.900000003
2005,Cabo Verde,CPV,474224,104.3438399,6.912457988
2005,Cambodia,KHM,13320058,136.8319301,13.25008556
2005,Cameroon,CMR,18126999,41.92587936,2.296852856
2005,Canada,CAN,32312000,69.70984342,3.201382137
2005,Cayman Islands,CYM,48623,..,..
2005,Central African Republic,CAF,4055608,34.73488507,0.908086104
2005,Chad,TCD,10067932,85.84674503,17.33253374
2005,Channel Islands,CHI,154298,..,1.377734157
2005,Chile,CHL,16096571,69.96738896,5.559452531
2005,China,CHN,1303720000,62.89641832,11.35239142
2005,Colombia,COL,43285636,35.63423841,4.706555934
2005,Comoros,COM,618632,51.39290947,2.837407764
2005,"Congo, Dem. Rep.",ZAR,56089536,43.97480452,6.135151155
2005,"Congo, Rep.",COG,3503086,138.6635673,7.755758978
2005,Costa Rica,CRI,4247843,102.474408,5.886377313
2005,Cote d'Ivoire,CIV,18132702,93.92263771,1.721247367
2005,Croatia,HRV,4442000,84.72784068,4.163840897
2005,Cuba,CUB,11261052,39.36174204,11.20171308
2005,Curacao,CUW,137658,..,..
2005,Cyprus,CYP,1032586,112.9152123,3.863109461
2005,Czech Republic,CZE,10211216,122.2758821,6.4422623
2005,Denmark,DNK,5419432,89.22035855,2.437029516
2005,Djibouti,DJI,778406,91.58084469,3.169601169
2005,Dominica,DMA,70542,87.9,-0.088242377
2005,Dominican Republic,DOM,9237565,65.53466562,9.262750074
2005,Ecuador,ECU,13735232,56.0998297,5.291308267
2005,"Egypt, Arab Rep.",EGY,74942115,62.95264624,4.471352753
2005,El Salvador,SLV,5947206,69.80133148,3.562814501
2005,Equatorial Guinea,GNQ,625866,131.0244718,16.74870061
2005,Eritrea,ERI,4191273,61.10603102,2.57444953
2005,Estonia,EST,1354775,136.9166156,9.373736784
2005,Ethiopia,ETH,76608431,..,11.81876594
2005,Faroe Islands,FRO,48337,95,..
2005,Fiji,FJI,821820,118.250842,0.699999968
2005,Finland,FIN,5246096,76.62771387,2.779955031
2005,France,FRA,63179356,53.1520143,1.607713814
2005,French Polynesia,PYF,254884,..,..
2005,Gabon,GAB,1377777,84.75080473,3.900705466
2005,"Gambia, The",GMB,1440542,70.31098334,-0.941675912
2005,Georgia,GEO,4190000,85.31592742,9.599640804
2005,Germany,DEU,82469422,70.42119034,0.706713948
2005,Ghana,GHA,21389514,98.17151411,5.900003953
2005,Gibraltar,GIB,29080,..,..
2005,Greece,GRC,10987314,50.90086412,0.599142055
2005,Greenland,GRL,56935,..,1.979585524
2005,Grenada,GRD,102951,78.37998704,13.27306387
2005,Guam,GUM,158401,..,..
2005,Guatemala,GTM,13183505,66.04865509,3.260111011
2005,Guinea,GIN,9669023,69.89672592,2.997272561
2005,Guinea-Bissau,GNB,1462784,48.42766402,4.265425195
2005,Guyana,GUY,742495,203.8293896,-1.956911156
2005,Haiti,HTI,9263409,56.97979588,1.791686574
2005,Honduras,HND,6880181,136.489768,6.050599222
2005,"Hong Kong SAR, China",HKG,6813200,377.0872975,7.388143132
2005,Hungary,HUN,10087065,127.8604714,4.354623581
2005,Iceland,ISL,296734,72.8695611,5.960358031
2005,India,IND,1144326293,41.30519008,9.284831507
2005,Indonesia,IDN,226254703,63.98793587,5.692571304
2005,"Iran, Islamic Rep.",IRN,70122115,56.05388359,4.208690356
2005,Iraq,IRQ,27017712,115.7425403,4.400617192
2005,Ireland,IRL,4159914,148.4617452,6.334125561
2005,Isle of Man,IMY,80345,..,5.900003046
2005,Israel,ISR,6930100,81.47741384,4.389914718
2005,Italy,ITA,57969484,49.41381653,0.949664837
2005,Jamaica,JAM,2643601,90.48789334,0.893797936
2005,Japan,JPN,127773000,27.21757957,1.302728144
2005,Jordan,JOR,5332982,146.9127807,8.163780219
2005,Kazakhstan,KAZ,15147029,97.76250302,9.699999999
2005,Kenya,KEN,35349040,64.47886616,5.906666082
2005,Kiribati,KIR,92329,137.1260432,-0.174077721
2005,"Korea, Dem. People’s Rep.",PRK,23813324,..,..
2005,"Korea, Rep.",KOR,48138077,71.18429245,3.92368744
2005,Kosovo,KSV,1705780,..,6.033229748
2005,Kuwait,KWT,2263604,92.24346204,10.07595099
2005,Kyrgyz Republic,KGZ,5162600,95.08400463,-0.175548166
2005,Lao PDR,LAO,5745012,80.65680873,7.107568369
2005,Latvia,LVA,2238799,100.9482496,10.70157261
2005,Lebanon,LBN,3986865,96.36969867,2.702340944
2005,Lesotho,LSO,1925844,169.7491549,2.704500225
2005,Liberia,LBR,3269786,270.3636364,5.28197573
2005,Libya,LBY,5801543,90.86088969,11.87072893
2005,Liechtenstein,LIE,34852,..,4.828074952
2005,Lithuania,LTU,3322528,115.0161245,7.727407918
2005,Luxembourg,LUX,465158,297.5616729,3.216432925
2005,"Macao SAR, China",MAC,468149,137.1359261,8.059804124
2005,"Macedonia, FYR",MKD,2042894,85.84100348,4.723377527
2005,Madagascar,MDG,18290394,73.76518213,4.602899965
2005,Malawi,MWI,12747846,57.44798437,3.268725833
2005,Malaysia,MYS,25796124,203.8544606,5.332139144
2005,Maldives,MDV,321000,120.828632,-8.604050318
2005,Mali,MLI,12881384,54.12532578,10.36853165
2005,Malta,MLT,403834,156.7217471,3.66560275
2005,Marshall Islands,MHL,52058,..,2.750235998
2005,Mauritania,MRT,3154087,113.2047887,8.969422318
2005,Mauritius,MUS,1228254,125.7130375,1.241387538
2005,Mexico,MEX,109747906,54.57644624,3.032573659
2005,"Micronesia, Fed. Sts.",FSM,106198,..,2.160556312
2005,Moldova,MDA,3595187,142.816056,7.487164565
2005,Monaco,MCO,33808,..,1.895413784
2005,Mongolia,MNG,2526447,122.3814599,7.253665441
2005,Montenegro,MNE,614261,104.6251393,4.192994029
2005,Morocco,MAR,30385479,67.91484821,3.291639684
2005,Mozambique,MOZ,21126676,76.36774827,8.720667877
2005,Myanmar,MMR,49984704,..,..
2005,Namibia,NAM,2027026,80.76203456,2.529262603
2005,Nauru,NRU,10115,..,..
2005,Nepal,NPL,25506847,44.06294748,3.479181046
2005,Netherlands,NLD,16319868,124.5538472,2.160366002
2005,New Caledonia,NCL,231000,..,..
2005,New Zealand,NZL,4133900,58.01971326,3.400547676
2005,Nicaragua,NIC,5379327,71.64572371,4.282398305
2005,Niger,NER,13485436,47.39546796,4.499999999
2005,Nigeria,NGA,139611303,50.74835925,3.444666813
2005,Northern Mariana Islands,MNP,64372,..,..
2005,Norway,NOR,4623291,70.85078398,2.624720535
2005,Oman,OMN,2506891,89.3398042,2.49045836
2005,Pakistan,PAK,153356383,35.25329003,7.667304271
2005,Palau,PLW,19907,114.5159855,1.257202724
2005,Panama,PAN,3319301,135.6952779,7.191279118
2005,Papua New Guinea,PNG,6086905,..,6.344796039
2005,Paraguay,PRY,5795493,104.2038865,2.133486167
2005,Peru,PER,27610406,46.86635108,6.285172088
2005,Philippines,PHL,86141373,97.87854923,4.777663462
2005,Poland,POL,38165445,70.79059293,3.547057816
2005,Portugal,PRT,10503330,62.57180573,0.766785017
2005,Puerto Rico,PRI,3821362,146.0649457,0.56859912
2005,Qatar,QAT,836924,94.74554417,7.492758507
2005,Romania,ROM,21319685,75.92764334,4.171914313
2005,Russian Federation,RUS,143518523,56.71324849,6.376187027
2005,Rwanda,RWA,9008230,36.66666667,6.912001414
2005,Samoa,WSM,179928,77.77374747,4.156492103
2005,San Marino,SMR,29242,..,2.320185615
2005,Sao Tome and Principe,STP,153146,..,7.093770448
2005,Saudi Arabia,SAU,24745230,81.95407594,7.256017518
2005,Senegal,SEN,11268994,69.44158564,5.622606857
2005,Serbia,SRB,7440769,74.28007267,5.540426974
2005,Seychelles,SYC,82900,178.3084397,9.005761428
2005,Sierra Leone,SLE,5071271,47.52473942,4.332484395
2005,Singapore,SGP,4265762,422.3304601,7.489157459
2005,Sint Maarten (Dutch part),SXM,36934,..,..
2005,Slovak Republic,SVK,5372807,149.1659708,6.397286236
2005,Slovenia,SVN,2000474,119.797479,4.002988098
2005,Solomon Islands,SLB,469306,88.67712645,5.421193232
2005,Somalia,SOM,8466938,..,..
2005,South Africa,ZAF,47270062.72,53.14910394,5.277051971
2005,South Sudan,SSD,8099908,..,..
2005,Spain,ESP,43653155,54.33510358,3.723102943
2005,Sri Lanka,LKA,19373000,73.60397296,6.241748045
2005,St. Kitts and Nevis,KNA,49139,93.3017351,9.258699522
2005,St. Lucia,LCA,165407,118.2830509,-0.787011779
2005,St. Martin (French part),MAF,27906,..,..
2005,St. Vincent and the Grenadines,VCT,108749,89.28862193,2.488004855
2005,Sudan,SDN,31990003,47.58002131,7.489738142
2005,Suriname,SUR,491999,75.57883673,4.570714921
2005,Swaziland,SWZ,1104642,178.257774,2.463329338
2005,Sweden,SWE,9029572,84.57396972,2.818329618
2005,Switzerland,CHE,7437115,100.6150981,3.038305348
2005,Syrian Arab Republic,SYR,18132842,82.01251781,6.2
2005,Tajikistan,TJK,6805655,78.80313826,6.7
2005,Tanzania,TZA,39065600,39.08236042,8.173335834
2005,Thailand,THA,65863973,137.853903,4.187834924
2005,Timor-Leste,TMP,979201,71.89409369,6.239460371
2005,Togo,TGO,5578219,98.69929875,1.180406956
2005,Tonga,TON,100858,76.9281079,1.577206884
2005,Trinidad and Tobago,TTO,1296933,105.3334446,6.208992894
2005,Tunisia,TUN,10029000,90.25124788,3.486535815
2005,Turkey,TUR,67860617,47.20687977,8.401617872
2005,Turkmenistan,TKM,4747839,112.8035382,13.04036341
2005,Turks and Caicos Islands,TCA,26450,..,..
2005,Tuvalu,TUV,9694,..,-3.779729962
2005,Uganda,UGA,28042413,38.99428548,6.332565116
2005,Ukraine,UKR,47105150,102.1191432,2.699999984
2005,United Arab Emirates,ARE,4481976,119.553124,4.855141195
2005,United Kingdom,GBR,60401206,54.044819,2.996358264
2005,United States,USA,295516599,25.50066345,3.345216063
2005,Uruguay,URY,3325608,58.87769633,7.460132106
2005,Uzbekistan,UZB,26167000,66.51541818,7.000000005
2005,Vanuatu,VUT,209375,100.1738203,5.30285231
2005,"Venezuela, RB",VEN,26769115,60.12732976,10.3179138
2005,Vietnam,VNM,82392100,130.714846,7.547247727
2005,Virgin Islands (U.S.),VIR,107863,..,..
2005,West Bank and Gaza,WBG,3320396,88.93580032,10.93967063
2005,"Yemen, Rep.",YEM,20504385,76.77328568,5.591748066
2005,Zambia,ZMB,12043591,62.20028219,7.23559899
2005,Zimbabwe,ZWE,12984418,76.04370728,-5.711083833
2006,Afghanistan,AFG,25183615,100.5553494,5.554137623
2006,Albania,ALB,2992547,73.45504916,5.431012734
2006,Algeria,DZA,33749328,70.7300141,1.7
2006,American Samoa,ASM,58648,..,..
2006,Andorra,ADO,83373,..,4.585310593
2006,Angola,AGO,18541467,118.6078717,20.73512488
2006,Antigua and Barbuda,ATG,83467,120.3885578,13.37640019
2006,Argentina,ARG,39558750,35.89432435,8.402868566
2006,Armenia,ARM,3002161,62.60919306,13.19800352
2006,Aruba,ABW,100830,143.4648997,2.355119443
2006,Australia,AUS,20697900,41.01724853,2.982870285
2006,Austria,AUT,8268641,98.23025541,3.350831358
2006,Azerbaijan,AZE,8484550,105.2656161,34.49999951
2006,"Bahamas, The",BHS,335801,100.1146431,2.516863841
2006,Bahrain,BHR,940808,147.1018554,6.468567672
2006,Bangladesh,BGD,144839238,38.11192443,6.671868265
2006,Barbados,BRB,275040,94.58580225,5.676442763
2006,Belarus,BLR,9604000,124.2951039,10
2006,Belgium,BEL,10547958,147.6939466,2.499464447
2006,Belize,BLZ,290751,122.785674,4.58160037
2006,Benin,BEN,8443717,46.85187251,3.947013747
2006,Bermuda,BMU,64523,..,5.543865928
2006,Bhutan,BTN,666920,129.6295407,6.849365932
2006,Bolivia,BOL,9283345,74.53784911,4.797008824
2006,Bosnia and Herzegovina,BIH,3838504,98.0289378,5.378476622
2006,Botswana,BWA,1895671,86.33458892,8.363871069
2006,Brazil,BRA,190698241,26.04166926,3.960502029
2006,British Virgin Islands,VGB,23908,..,..
2006,Brunei Darussalam,BRN,368150,96.94114936,4.397720159
2006,Bulgaria,BGR,7699020,111.2914142,6.753133864
2006,Burkina Faso,BFA,13834195,36.77824433,6.253158604
2006,Burundi,BDI,8218070,54.15179049,5.384657398
2006,Cabo Verde,CPV,478265,117.8166972,7.983750447
2006,Cambodia,KHM,13525360,144.6144535,10.77108716
2006,Cameroon,CMR,18597109,43.95762733,3.224002985
2006,Canada,CAN,32570505,67.98118492,2.623412623
2006,Cayman Islands,CYM,50028,..,..
2006,Central African Republic,CAF,4127112,36.39584972,3.639311187
2006,Chad,TCD,10423616,95.91322863,0.648262014
2006,Channel Islands,CHI,155415,..,4.882299364
2006,Chile,CHL,16279728,71.94475384,4.40497269
2006,China,CHN,1311020000,64.76945794,12.6882251
2006,Colombia,COL,43835744,38.17394204,6.697515258
2006,Comoros,COM,633814,53.13614502,2.646899868
2006,"Congo, Dem. Rep.",ZAR,57926840,44.66484004,5.320981058
2006,"Congo, Rep.",COG,3604595,149.7796445,6.235997013
2006,Costa Rica,CRI,4308790,104.4063653,8.779640959
2006,Cote d'Ivoire,CIV,18486392,95.06972995,1.515842364
2006,Croatia,HRV,4440000,86.06567354,4.785120878
2006,Cuba,CUB,11275199,37.18793905,12.0658059
2006,Curacao,CUW,141239,..,..
2006,Cyprus,CYP,1048293,110.9387688,4.516829031
2006,Czech Republic,CZE,10238905,127.8387377,6.87654427
2006,Denmark,DNK,5437272,97.14764193,3.796742609
2006,Djibouti,DJI,788941,97.21760767,4.799864683
2006,Dominica,DMA,70690,87.95066414,2.9296875
2006,Dominican Republic,DOM,9371333,67.96629758,10.67115484
2006,Ecuador,ECU,13967490,59.70978319,4.403526434
2006,"Egypt, Arab Rep.",EGY,76274285,61.51853651,6.842960587
2006,El Salvador,SLV,5967556,71.84904074,3.911948645
2006,Equatorial Guinea,GNQ,645718,154.8783383,7.704917606
2006,Eritrea,ERI,4304440,45.26084605,-0.969216929
2006,Estonia,EST,1346810,137.1213404,10.27186523
2006,Ethiopia,ETH,78735675,..,10.83472707
2006,Faroe Islands,FRO,48505,93.93991123,..
2006,Fiji,FJI,827390,117.8216524,1.85248247
2006,Finland,FIN,5266268,82.18278935,4.055197444
2006,France,FRA,63621376,55.18724501,2.3749469
2006,French Polynesia,PYF,257731,..,..
2006,Gabon,GAB,1408920,89.77130956,-3.634637434
2006,"Gambia, The",GMB,1487731,61.95015475,1.124099702
2006,Georgia,GEO,4136000,89.88222935,9.383276297
2006,Germany,DEU,82376451,77.0821686,3.700159572
2006,Ghana,GHA,21951891,65.92277107,6.399912419
2006,Gibraltar,GIB,29437,..,..
2006,Greece,GRC,11020362,52.85023864,5.65243372
2006,Greenland,GRL,56774,..,4.468980892
2006,Grenada,GRD,103259,80.84282078,-4.017708784
2006,Guam,GUM,158429,..,..
2006,Guatemala,GTM,13490041,66.81818653,5.379776764
2006,Guinea,GIN,9898301,83.20710475,2.496728569
2006,Guinea-Bissau,GNB,1494603,49.54120054,2.309750124
2006,Guyana,GUY,743705,128.0421559,5.129609355
2006,Haiti,HTI,9409479,59.50411547,2.252992255
2006,Honduras,HND,7007029,133.1318351,6.567243552
2006,"Hong Kong SAR, China",HKG,6857100,392.4397563,7.032583323
2006,Hungary,HUN,10071370,149.7138552,3.806359977
2006,Iceland,ISL,303782,79.43924452,4.20637027
2006,India,IND,1162088305,45.29779299,9.263958898
2006,Indonesia,IDN,229263980,56.65712681,5.500951785
2006,"Iran, Islamic Rep.",IRN,70923164,54.68715128,5.704251918
2006,Iraq,IRQ,27716983,89.65051986,10.15819958
2006,Ireland,IRL,4273591,150.015919,6.309729023
2006,Isle of Man,IMY,81110,..,7.700001498
2006,Israel,ISR,7053700,81.11252164,5.801808363
2006,Italy,ITA,58143979,53.29227672,2.00658763
2006,Jamaica,JAM,2653042,100.7456498,2.89912535
2006,Japan,JPN,127854000,31.08646956,1.692904245
2006,Jordan,JOR,5530218,141.7478027,8.093331161
2006,Kazakhstan,KAZ,15308084,91.4535268,10.7
2006,Kenya,KEN,36286015,55.23648513,6.472494299
2006,Kiribati,KIR,94257,106.6060432,-4.507931358
2006,"Korea, Dem. People’s Rep.",PRK,23969897,..,..
2006,"Korea, Rep.",KOR,48371946,73.55135,5.176133982
2006,Kosovo,KSV,1719536,60.44544252,4.503031756
2006,Kuwait,KWT,2389498,89.71157109,7.52024923
2006,Kyrgyz Republic,KGZ,5218400,120.7499818,3.102898691
2006,Lao PDR,LAO,5838837,86.32086479,8.619266209
2006,Latvia,LVA,2218357,100.7882414,11.90219148
2006,Lebanon,LBN,4057041,94.65274819,1.602773165
2006,Lesotho,LSO,1940345,172.6494606,4.307444107
2006,Liberia,LBR,3384804,277.1390574,8.043162022
2006,Libya,LBY,5907149,101.8593313,6.500547227
2006,Liechtenstein,LIE,35141,..,8.644969847
2006,Lithuania,LTU,3269909,121.5943377,7.406444355
2006,Luxembourg,LUX,472637,320.9226174,5.110594745
2006,"Macao SAR, China",MAC,479728,129.521371,13.31416975
2006,"Macedonia, FYR",MKD,2047330,92.55166647,5.137025162
2006,Madagascar,MDG,18826129,75.4970994,5.022607002
2006,Malawi,MWI,13112383,54.35996831,4.7
2006,Malaysia,MYS,26263048,202.5776539,5.584847069
2006,Maldives,MDV,333000,123.6587827,20.65432576
2006,Mali,MLI,13309942,60.97667384,12.51365778
2006,Malta,MLT,405308,177.5077845,2.223906402
2006,Marshall Islands,MHL,52080,..,1.923486585
2006,Mauritania,MRT,3241762,98.44056192,18.86909934
2006,Mauritius,MUS,1233996,131.3824703,3.947653044
2006,Mexico,MEX,111382857,56.45509563,4.944514348
2006,"Micronesia, Fed. Sts.",FSM,105680,..,-0.163398426
2006,Moldova,MDA,3585209,137.1536391,4.798521976
2006,Monaco,MCO,34384,..,5.049346202
2006,Mongolia,MNG,2558484,112.9299831,8.556234809
2006,Montenegro,MNE,615025,128.4706175,8.566242791
2006,Morocco,MAR,30691434,71.49616888,7.574631645
2006,Mozambique,MOZ,21737860,71.20178093,9.851055465
2006,Myanmar,MMR,50355559,..,..
2006,Namibia,NAM,2053915,87.02818761,7.073175362
2006,Nauru,NRU,10101,..,..
2006,Nepal,NPL,25794344,44.76198776,3.364614788
2006,Netherlands,NLD,16346101,129.8258669,3.518636961
2006,New Caledonia,NCL,235000,..,..
2006,New Zealand,NZL,4184600,59.56690237,2.925975851
2006,Nicaragua,NIC,5450217,76.75883728,4.15206956
2006,Niger,NER,13995530,45.9214679,5.800000002
2006,Nigeria,NGA,143318011,64.60931392,8.210964859
2006,Northern Mariana Islands,MNP,62235,..,..
2006,Norway,NOR,4660677,72.38867482,2.395092466
2006,Oman,OMN,2553376,87.83675181,5.372068299
2006,Pakistan,PAK,156524189,35.68172966,6.177542036
2006,Palau,PLW,20012,119.4744735,-2.741852043
2006,Panama,PAN,3378600,137.1757612,8.527761017
2006,Papua New Guinea,PNG,6236158,..,2.294466151
2006,Paraguay,PRY,5882797,107.7700041,4.807120262
2006,Peru,PER,27949958,50.83078142,7.528816844
2006,Philippines,PHL,87592899,94.94082587,5.242953041
2006,Poland,POL,38141267,78.30078417,6.192689548
2006,Portugal,PRT,10522288,68.07303623,1.553052692
2006,Puerto Rico,PRI,3805214,149.7124684,-0.889569195
2006,Qatar,QAT,988448,98.57091931,26.1702457
2006,Romania,ROM,21193760,76.05263105,8.055560146
2006,Russian Federation,RUS,143049528,54.73340187,8.153431973
2006,Rwanda,RWA,9231041,37.58741259,9.235269536
2006,Samoa,WSM,181072,81.48194831,1.968807932
2006,San Marino,SMR,29568,..,3.854875283
2006,Sao Tome and Principe,STP,156584,..,9.115646545
2006,Saudi Arabia,SAU,25419994,89.94460468,5.576747435
2006,Senegal,SEN,11578430,68.72369222,2.461570253
2006,Serbia,SRB,7411569,80.86558663,4.904348856
2006,Seychelles,SYC,84600,184.897604,9.40612788
2006,Sierra Leone,SLE,5243214,41.91279546,5.525833107
2006,Singapore,SGP,4401365,430.3576128,8.860196114
2006,Sint Maarten (Dutch part),SXM,38270,..,..
2006,Slovak Republic,SVK,5373054,166.5211561,8.485509504
2006,Slovenia,SVN,2006868,129.438625,5.656016806
2006,Solomon Islands,SLB,480716,93.37323397,6.946649998
2006,Somalia,SOM,8686939,..,..
2006,South Africa,ZAF,47921682.32,60.27723209,5.585045962
2006,South Sudan,SSD,8445659,..,..
